County,State,Latitude,Longitude 
Lee,Kentucky,37.5948,-83.7162
Grand Isle,Vermont,44.7981,-73.2948
Grant,Oregon,44.4916,-119.0073
Jefferson,Nebraska,40.1757,-97.1427
Ferry,Washington,48.4703,-118.5166
Van Buren,Iowa,40.7532,-91.95
Lake,Tennessee,36.3352,-89.4935
Shannon,Missouri,37.1574,-91.4005
Crook,Wyoming,44.5885,-104.5699
Dallam,Texas,36.2779,-102.6022
Forest,Pennsylvania,41.513,-79.236
Brooks,Texas,27.0316,-98.2187
Union,Indiana,39.6256,-84.9251
Pocahontas,Iowa,42.7342,-94.6787
Goliad,Texas,28.6571,-97.4264
Kit Carson,Colorado,39.3055,-102.603
Tillman,Oklahoma,34.3728,-98.9242
Swisher,Texas,34.5304,-101.735
Blaine,Montana,48.4327,-108.9586
Nemaha,Nebraska,40.3877,-95.8498
Bon Homme,South Dakota,42.9885,-97.8846
Chugach,Alaska,60.7228,-145.7754
Caribou,Idaho,42.7705,-111.5623
Fall River,South Dakota,43.2394,-103.5275
Ida,Iowa,42.3869,-95.5135
Bailey,Texas,34.0686,-102.8299
Beaver,Utah,38.357,-113.2355
La Salle,Texas,28.3452,-99.0995
Powell,Montana,46.8564,-112.9361
Schuyler,Illinois,40.158,-90.6151
Pembina,North Dakota,48.7675,-97.5518
Monroe,Arkansas,34.6778,-91.2039
Weston,Wyoming,43.8404,-104.5677
Wabaunsee,Kansas,38.9533,-96.205
Southeast Fairbanks,Alaska,63.8762,-143.213
Refugio,Texas,28.3253,-97.1656
Tucker,West Virginia,39.1136,-79.565
Charles City,Virginia,37.3567,-77.0622
Thurston,Nebraska,42.1582,-96.544
Huerfano,Colorado,37.6847,-104.9606
Childress,Texas,34.5291,-100.2076
Lac qui Parle,Minnesota,44.9955,-96.1735
Russell,Kansas,38.9148,-98.7624
Clinch,Georgia,30.915,-82.7063
Burt,Nebraska,41.8515,-96.3286
Fremont,Iowa,40.7456,-95.6047
Hancock,Tennessee,36.5236,-83.2219
King and Queen,Virginia,37.7186,-76.8953
Galax,Virginia,36.666,-80.9176
Pershing,Nevada,40.4404,-118.4044
Wolfe,Kentucky,37.7393,-83.4932
Clark,Missouri,40.4103,-91.7384
Buena Vista,Virginia,37.7319,-79.3569
Dallas,Arkansas,33.9699,-92.6544
Broadwater,Montana,46.3324,-111.4955
Kearney,Nebraska,40.5067,-98.948
Surry,Virginia,37.1098,-76.9002
Fulton,Kentucky,36.554,-89.1873
Wayne,Iowa,40.7395,-93.3274
Randolph,Georgia,31.7627,-84.7542
Norman,Minnesota,47.3265,-96.4553
Wilkin,Minnesota,46.357,-96.4683
Rio Blanco,Colorado,39.9798,-108.2171
Henderson,Illinois,40.818,-90.9251
Moore,Tennessee,35.2846,-86.3587
Howard,Nebraska,41.2201,-98.5171
Bottineau,North Dakota,48.7922,-100.8333
Calhoun,West Virginia,38.8445,-81.1176
Treutlen,Georgia,32.4039,-82.5673
Spink,South Dakota,44.938,-98.3462
Ellsworth,Kansas,38.6966,-98.2048
Lafayette,Arkansas,33.2416,-93.607
Saguache,Colorado,38.0805,-106.2815
Pawnee,Kansas,38.1813,-99.2367
Moody,South Dakota,44.022,-96.6709
Woodruff,Arkansas,35.1863,-91.2431
Brown,Illinois,39.9618,-90.7504
Presidio,Texas,29.9998,-104.2405
Bear Lake,Idaho,42.2848,-111.3297
Quitman,Mississippi,34.2514,-90.2891
Antelope,Nebraska,42.1769,-98.0667
Bland,Virginia,37.134,-81.1302
Pendleton,West Virginia,38.6807,-79.3509
Edwards,Illinois,38.4165,-88.0533
Gentry,Missouri,40.2121,-94.4099
Teton,Montana,47.8371,-112.2409
Osceola,Iowa,43.3786,-95.6237
Menifee,Kentucky,37.9414,-83.5989
Reynolds,Missouri,37.3623,-90.9691
Hamlin,South Dakota,44.6738,-97.1883
Clay,Nebraska,40.5244,-98.0513
Benson,North Dakota,48.0694,-99.366
Shelby,Missouri,39.7978,-92.0766
Van Buren,Tennessee,35.696,-85.4526
Iron,Wisconsin,46.2623,-90.242
Greenwood,Kansas,37.8778,-96.2326
Grant,Minnesota,45.9341,-96.0122
Sullivan,Missouri,40.2106,-93.1115
Cumberland,Kentucky,36.7866,-85.3885
Crowley,Colorado,38.3266,-103.7845
Miller,Georgia,31.164,-84.7308
Pondera,Montana,48.2277,-112.2263
Essex,Vermont,44.7275,-71.7359
Sherman,Kansas,39.3514,-101.72
Sullivan,Pennsylvania,41.4462,-76.5122
Taylor,Iowa,40.7374,-94.6964
Ohio,Indiana,38.9501,-84.9652
Chouteau,Montana,47.8806,-110.4353
Ontonagon,Michigan,46.6644,-89.3148
Prince of Wales-Hyder,Alaska,55.7997,-133.0192
Mitchell,Kansas,39.3933,-98.2094
Stanton,Nebraska,41.9169,-97.1939
Bent,Colorado,37.9551,-103.0717
Carson,Texas,35.4035,-101.3542
Talbot,Georgia,32.6995,-84.533
Gilpin,Colorado,39.8575,-105.5226
Ottawa,Kansas,39.1325,-97.6502
San Saba,Texas,31.1552,-98.8176
Emporia,Virginia,36.6953,-77.5357
Alfalfa,Oklahoma,36.731,-98.324
Garza,Texas,33.1799,-101.2985
Lander,Nevada,39.9337,-117.038
Gray,Kansas,37.7382,-100.4379
Covington,Virginia,37.7785,-79.9868
Ransom,North Dakota,46.4562,-97.6574
McCook,South Dakota,43.6743,-97.3684
Calhoun,Georgia,31.5292,-84.6245
Audubon,Iowa,41.6846,-94.9058
Lincoln,Minnesota,44.4126,-96.2671
Cameron,Louisiana,29.8754,-93.1937
Putnam,Illinois,41.2045,-89.2858
Dixon,Nebraska,42.4931,-96.8677
Lincoln,Colorado,38.9881,-103.514
Tripp,South Dakota,43.3459,-99.884
Cotton,Oklahoma,34.2902,-98.3722
Lynn,Texas,33.1768,-101.8161
Cook,Minnesota,47.9026,-90.535
Fillmore,Nebraska,40.5247,-97.5965
Greer,Oklahoma,34.9357,-99.5608
Washington,Kansas,39.7842,-97.0875
Harper,Kansas,37.1916,-98.0755
Luce,Michigan,46.4707,-85.5444
Cherry,Nebraska,42.545,-101.1186
Jefferson,Oklahoma,34.111,-97.8358
Alexander,Illinois,37.1915,-89.3375
Day,South Dakota,45.3671,-97.6074
Floyd,Texas,34.0724,-101.3032
Hartley,Texas,35.84,-102.6029
Norton,Kansas,39.7844,-99.9035
Stark,Illinois,41.0934,-89.7975
Yukon-Koyukuk,Alaska,65.5087,-151.3896
Mahnomen,Minnesota,47.3253,-95.8091
Haskell,Texas,33.1782,-99.7303
McHenry,North Dakota,48.2346,-100.6363
Boone,Nebraska,41.7068,-98.0672
Morris,Kansas,38.6874,-96.6499
Carter,Missouri,36.9412,-90.9623
Walworth,South Dakota,45.4299,-100.0315
Stewart,Georgia,32.0785,-84.8352
Dewey,South Dakota,45.1566,-100.8718
Hansford,Texas,36.2774,-101.3546
Stevens,Kansas,37.1923,-101.3121
Atchison,Missouri,40.4308,-95.4281
Johnson,Nebraska,40.3926,-96.2651
Coal,Oklahoma,34.5882,-96.2978
Pulaski,Illinois,37.2232,-89.1266
Crosby,Texas,33.6147,-101.3
Wirt,West Virginia,39.0224,-81.3787
Delta,Texas,33.3863,-95.6723
Aleutians West,Alaska,52.798,-106.6061
Brule,South Dakota,43.7181,-99.0809
Polk,Nebraska,41.1869,-97.5684
Warren,Georgia,33.4089,-82.6768
Martin,Texas,32.306,-101.9513
Lincoln,Idaho,43.0024,-114.1383
Scott,Kansas,38.4822,-100.9069
Big Stone,Minnesota,45.4261,-96.411
Sheridan,Nebraska,42.5047,-102.4089
Kingsbury,South Dakota,44.3696,-97.4915
Beaver,Oklahoma,36.7497,-100.4768
Wheeler,Texas,35.4012,-100.2698
Hamilton,New York,43.6611,-74.4974
Garfield,Utah,37.8549,-111.4431
Thayer,Nebraska,40.1762,-97.595
Gallatin,Illinois,37.7628,-88.2305
Phillips,Kansas,39.7846,-99.347
Pickett,Tennessee,36.5584,-85.0749
Dickey,North Dakota,46.1102,-98.5047
Toole,Montana,48.6554,-111.6956
Rooks,Kansas,39.3502,-99.325
Scott,Illinois,39.6441,-90.4747
Craig,Virginia,37.4817,-80.2114
Dillingham,Alaska,59.7991,-158.2351
Jim Hogg,Texas,27.0434,-98.6973
Ouray,Colorado,38.1555,-107.7693
Washington,Colorado,39.971,-103.2012
Carlisle,Kentucky,36.8532,-88.971
Musselshell,Montana,46.4966,-108.3981
Calhoun,Arkansas,33.5581,-92.503
Scotland,Missouri,40.4526,-92.1471
Ringgold,Iowa,40.7352,-94.244
Custer,Colorado,38.1087,-105.3675
Putnam,Missouri,40.4789,-93.0162
Republic,Kansas,39.8278,-97.6506
Hyde,North Carolina,35.5305,-76.2509
Hot Springs,Wyoming,43.719,-108.4422
Furnas,Nebraska,40.1764,-99.9123
Crane,Texas,31.4286,-102.5156
Schley,Georgia,32.2617,-84.3148
Lincoln,Nevada,37.6433,-114.8775
Cameron,Pennsylvania,41.4367,-78.204
Morrill,Nebraska,41.716,-103.0104
Mineral,Nevada,38.5386,-118.4349
Dewey,Oklahoma,35.9876,-99.0079
Florence,Wisconsin,45.8485,-88.3981
Calhoun,Illinois,39.1693,-90.6676
Hickman,Kentucky,36.6781,-88.9762
Mills,Texas,31.4952,-98.5954
Oneida,Idaho,42.195,-112.5394
Phillips,Colorado,40.594,-102.3576
Mineral,Montana,47.1472,-114.9983
Guadalupe,New Mexico,34.8633,-104.7906
Wahkiakum,Washington,46.2918,-123.4244
Marshall,South Dakota,45.7586,-97.5986
Adams,Idaho,44.8895,-116.4538
Menominee,Wisconsin,45.0044,-88.71
Holt,Missouri,40.0944,-95.2156
Kimble,Texas,30.4868,-99.7487
Deuel,South Dakota,44.76,-96.668
Custer,Idaho,44.2411,-114.2817
Tensas,Louisiana,32.0018,-91.3401
Bath,Virginia,38.0587,-79.7411
Phillips,Montana,48.2592,-107.9133
Mora,New Mexico,36.0105,-104.9449
Hidalgo,New Mexico,31.914,-108.7148
Kittson,Minnesota,48.7766,-96.7829
Barber,Kansas,37.2289,-98.6848
LaMoure,North Dakota,46.4569,-98.5355
Grant,Oklahoma,36.7961,-97.7861
Sharkey,Mississippi,32.8798,-90.8132
Nuckolls,Nebraska,40.1764,-98.0472
Union,New Mexico,36.4816,-103.471
Stafford,Kansas,38.031,-98.7174
Owsley,Kentucky,37.4192,-83.6831
Schuyler,Missouri,40.4703,-92.521
Meade,Kansas,37.2382,-100.3662
Dunn,North Dakota,47.3568,-102.6182
Storey,Nevada,39.447,-119.5294
Pierce,North Dakota,48.2496,-99.9718
Wells,North Dakota,47.5875,-99.661
Valley,Nebraska,41.5673,-98.9819
Kearny,Kansas,38.0003,-101.3199
Edmunds,South Dakota,45.4188,-99.2153
Gregory,South Dakota,43.1924,-99.1856
Sioux,North Dakota,46.1127,-101.0404
Columbia,Washington,46.2975,-117.9078
Corson,South Dakota,45.7086,-101.1969
Mason,Texas,30.7177,-99.2261
Red Lake,Minnesota,47.8717,-96.0953
Sargent,North Dakota,46.1078,-97.6306
Pope,Illinois,37.4127,-88.5615
Ellis,Oklahoma,36.2184,-99.7546
Haskell,Kansas,37.5622,-100.8712
Clark,South Dakota,44.8582,-97.7295
Knox,Missouri,40.1282,-92.1481
Lake of the Woods,Minnesota,48.7712,-94.9046
Lyman,South Dakota,43.8958,-99.8474
Cavalier,North Dakota,48.7723,-98.4648
Fisher,Texas,32.7428,-100.4022
Hardin,Illinois,37.5182,-88.2668
Adams,Iowa,41.029,-94.6992
Norton,Virginia,36.9314,-82.6262
Chase,Nebraska,40.5242,-101.698
Echols,Georgia,30.7101,-82.894
Sweet Grass,Montana,45.8138,-109.941
Lewis,Idaho,46.237,-116.4263
Smith,Kansas,39.7852,-98.7855
Kimball,Nebraska,41.1978,-103.7149
Catron,New Mexico,33.9152,-108.4046
Hardeman,Texas,34.2902,-99.7457
Mercer,Missouri,40.4223,-93.5686
Sheridan,Montana,48.7212,-104.5047
Baca,Colorado,37.3192,-102.5605
Costilla,Colorado,37.2781,-105.4282
Osborne,Kansas,39.3503,-98.7679
Baylor,Texas,33.6165,-99.2135
Roger Mills,Oklahoma,35.6883,-99.6958
Hemphill,Texas,35.8376,-100.2706
Webster,Nebraska,40.1764,-98.5
Tyrrell,North Carolina,35.8172,-76.209
Hanson,South Dakota,43.6748,-97.7873
Sutton,Texas,30.4984,-100.5382
Bennett,South Dakota,43.195,-101.664
Aleutians East,Alaska,55.3665,-161.9813
Foster,North Dakota,47.4571,-98.883
Chautauqua,Kansas,37.15,-96.2454
Nance,Nebraska,41.3973,-97.9922
Knox,Texas,33.6061,-99.7414
Petersburg,Alaska,57.1195,-132.9345
Reagan,Texas,31.3661,-101.5231
Traverse,Minnesota,45.7722,-96.4716
Harper,Oklahoma,36.7888,-99.6673
Upton,Texas,31.3688,-102.0431
Granite,Montana,46.4045,-113.4403
Hudspeth,Texas,31.4562,-105.3865
Emmons,North Dakota,46.2851,-100.2387
Coke,Texas,31.8886,-100.53
Donley,Texas,34.9654,-100.814
Harlan,Nebraska,40.1765,-99.4046
Kinney,Texas,29.3502,-100.418
Concho,Texas,31.3266,-99.864
Woodson,Kansas,37.8867,-95.7401
Shackelford,Texas,32.7359,-99.3541
Lipscomb,Texas,36.2776,-100.2731
Sierra,California,39.5803,-120.5161
Fallon,Montana,46.334,-104.4174
Hand,South Dakota,44.5478,-99.0049
Nelson,North Dakota,47.9217,-98.192
Bowman,North Dakota,46.1126,-103.5206
Sherman,Nebraska,41.2206,-98.9762
Perkins,South Dakota,45.4904,-102.4757
Stanley,South Dakota,44.4123,-100.7359
Lincoln,Kansas,39.0453,-98.2077
Collingsworth,Texas,34.9648,-100.27
Crockett,Texas,30.7231,-101.412
Baker,Georgia,31.3262,-84.4447
Jewell,Kansas,39.7847,-98.2183
Franklin,Nebraska,40.1763,-98.9528
Edwards,Kansas,37.8876,-99.3121
Glascock,Georgia,33.2293,-82.6107
Clay,Georgia,31.6262,-84.9801
Rush,Kansas,38.5231,-99.3092
Hall,Texas,34.5308,-100.6811
Jackson,South Dakota,43.6942,-101.6282
Perkins,Nebraska,40.851,-101.6497
Real,Texas,29.8318,-99.8222
Douglas,South Dakota,43.3869,-98.3661
Trego,Kansas,38.9143,-99.8728
Decatur,Kansas,39.7847,-100.4599
Logan,Kansas,38.9173,-101.1484
Gove,Kansas,38.9161,-100.483
Brown,Nebraska,42.43,-99.9295
Morton,Kansas,37.1914,-101.7992
Ness,Kansas,38.4794,-99.9162
Aurora,South Dakota,43.718,-98.5616
Cheyenne,Kansas,39.7859,-101.7319
Copper River,Alaska,61.8834,-143.968
Hitchcock,Nebraska,40.1763,-101.0423
Potter,South Dakota,45.0645,-99.9572
Chase,Kansas,38.302,-96.594
Butte,Idaho,43.7229,-113.1721
Hamilton,Kansas,37.9991,-101.7912
McIntosh,North Dakota,46.1118,-99.4412
Pawnee,Nebraska,40.1315,-96.2371
Cochran,Texas,33.6042,-102.8285
Schleicher,Texas,30.8974,-100.5383
Harmon,Oklahoma,34.7441,-99.8462
Rawlins,Kansas,39.7852,-101.0765
Frontier,Nebraska,40.5301,-100.3942
Rich,Utah,41.6323,-111.2445
Hettinger,North Dakota,46.4325,-102.4603
Wayne,Utah,38.3244,-110.9039
Niobrara,Wyoming,43.0564,-104.4754
Ziebach,South Dakota,44.9804,-101.6658
Elk,Kansas,37.4537,-96.2441
Sedgwick,Colorado,40.8759,-102.3518
Sheridan,Kansas,39.3503,-100.4418
Kiowa,Kansas,37.5582,-99.2861
Graham,Kansas,39.3497,-99.8832
Kidder,North Dakota,46.9801,-99.7801
Eddy,North Dakota,47.7176,-98.9016
Webster,Georgia,32.0468,-84.5511
Sanborn,South Dakota,44.0234,-98.0913
Sherman,Texas,36.2777,-101.8934
Grant,North Dakota,46.3583,-101.6397
Renville,North Dakota,48.719,-101.6578
Hoonah-Angoon,Alaska,58.2884,-135.643
Miner,South Dakota,44.0219,-97.6102
Dolores,Colorado,37.7517,-108.5174
Garfield,Washington,46.4316,-117.5452
Cimarron,Oklahoma,36.7483,-102.5178
Oldham,Texas,35.405,-102.6028
Quitman,Georgia,31.8673,-85.0188
McPherson,South Dakota,45.7664,-99.2214
Griggs,North Dakota,47.4573,-98.237
Adams,North Dakota,46.0968,-102.5284
Highland,Virginia,38.3623,-79.5686
Greeley,Nebraska,41.5674,-98.5212
Culberson,Texas,31.447,-104.5173
Robertson,Kentucky,38.5188,-84.052
Divide,North Dakota,48.8149,-103.4872
Towner,North Dakota,48.6855,-99.2457
Denali,Alaska,63.6714,-150.0118
Burke,North Dakota,48.791,-102.5182
Wrangell,Alaska,56.3317,-132.0223
Faulk,South Dakota,45.071,-99.1453
Wichita,Kansas,38.4821,-101.3474
Haines,Alaska,59.1199,-135.5
Stanton,Kansas,37.563,-101.7842
Wheatland,Montana,46.4663,-109.8446
Keweenaw,Michigan,47.6279,-88.4346
Liberty,Montana,48.5617,-111.0246
Jeff Davis,Texas,30.7154,-104.14
Judith Basin,Montana,47.0454,-110.266
Worth,Missouri,40.4791,-94.4221
Clark,Kansas,37.2355,-99.8203
Menard,Texas,30.8898,-99.8206
Armstrong,Texas,34.9649,-101.3574
Buffalo,South Dakota,44.0763,-99.2048
Gilliam,Oregon,45.3783,-120.2108
Meagher,Montana,46.5982,-110.8857
Mellette,South Dakota,43.5813,-100.76
Dundy,Nebraska,40.1762,-101.6879
Garfield,Nebraska,41.9144,-98.9914
Deuel,Nebraska,41.1116,-102.3339
De Baca,New Mexico,34.3425,-104.412
Steele,North Dakota,47.4562,-97.7246
Haakon,South Dakota,44.2944,-101.5399
Hodgeman,Kansas,38.0875,-99.8979
Oliver,North Dakota,47.1153,-101.3403
Logan,North Dakota,46.4573,-99.4774
Golden Valley,North Dakota,46.9402,-103.8466
Boyd,Nebraska,42.8997,-98.7665
Jerauld,South Dakota,44.0663,-98.6297
Gosper,Nebraska,40.5148,-99.8307
Piute,Utah,38.3367,-112.1274
Comanche,Kansas,37.1913,-99.2718
McCone,Montana,47.6452,-105.7954
Sherman,Oregon,45.4052,-120.6894
Powder River,Montana,45.395,-105.6302
Daniels,Montana,48.7838,-105.5485
Garden,Nebraska,41.6194,-102.3354
Cheyenne,Colorado,38.8279,-102.6036
Eureka,Nevada,39.9838,-116.2686
Taliaferro,Georgia,33.5661,-82.8788
Dickens,Texas,33.6165,-100.7789
Cottle,Texas,34.0776,-100.2788
Irion,Texas,31.3039,-100.9824
Campbell,South Dakota,45.7712,-100.0516
Wallace,Kansas,38.9167,-101.7636
Lane,Kansas,38.4813,-100.4664
Wheeler,Oregon,44.7261,-120.0275
Throckmorton,Texas,33.1775,-99.2124
Kiowa,Colorado,38.4326,-102.7402
Sterling,Texas,31.8278,-101.0501
Hyde,South Dakota,44.5473,-99.4871
Jackson,Colorado,40.6664,-106.3428
Edwards,Texas,29.9827,-100.3048
Stonewall,Texas,33.1792,-100.2534
Carter,Montana,45.5168,-104.5362
Alpine,California,38.5972,-119.8207
Skagway,Alaska,59.563,-135.3363
Sheridan,North Dakota,47.5755,-100.3456
Rock,Nebraska,42.4213,-99.4499
Sully,South Dakota,44.7156,-100.1322
Motley,Texas,34.0741,-100.7798
Briscoe,Texas,34.5303,-101.2085
Greeley,Kansas,38.4806,-101.806
Prairie,Montana,46.8605,-105.378
Glasscock,Texas,31.8694,-101.5208
Harding,South Dakota,45.5803,-103.4958
Issaquena,Mississippi,32.7414,-90.9892
Foard,Texas,33.9746,-99.778
Sioux,Nebraska,42.4877,-103.7589
Camas,Idaho,43.4633,-114.8058
Wibaux,Montana,46.9653,-104.249
Esmeralda,Nevada,37.7846,-117.6323
Lake and Peninsula,Alaska,58.6547,-156.1892
Terrell,Texas,30.225,-102.0765
Garfield,Montana,47.2776,-106.9929
Keya Paha,Nebraska,42.8789,-99.7124
Jones,South Dakota,43.9606,-100.6897
Hayes,Nebraska,40.5248,-101.0619
Logan,Nebraska,41.5666,-100.4827
Hinsdale,Colorado,37.8213,-107.3003
Bristol Bay,Alaska,58.7439,-156.7
Clark,Idaho,44.2839,-112.3512
Billings,North Dakota,47.0236,-103.3763
Golden Valley,Montana,46.3812,-109.1752
Mineral,Colorado,37.6689,-106.9241
Slope,North Dakota,46.4472,-103.4599
Wheeler,Nebraska,41.9148,-98.5282
McMullen,Texas,28.3526,-98.5678
Roberts,Texas,35.8384,-100.8136
Grant,Nebraska,41.915,-101.7406
Hooker,Nebraska,41.916,-101.1353
San Juan,Colorado,37.764,-107.6762
Treasure,Montana,46.2115,-107.2716
Loup,Nebraska,41.9138,-99.4544
Kent,Texas,33.1813,-100.7776
Banner,Nebraska,41.546,-103.7105
Daggett,Utah,40.8873,-109.5077
Yakutat,Alaska,59.8889,-140.3577
Thomas,Nebraska,41.9137,-100.5558
Borden,Texas,32.7436,-101.4317
Harding,New Mexico,35.8579,-103.8203
McPherson,Nebraska,41.5682,-101.0604
Arthur,Nebraska,41.569,-101.6958
Petroleum,Montana,47.1175,-108.2502
Blaine,Nebraska,41.9128,-99.9767
King,Texas,33.6165,-100.2558
Kenedy,Texas,26.9285,-97.7017
Loving,Texas,31.8493,-103.58
Kalawao,Hawaii,21.1709,-156.9475
